epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2165.08,0.83175,0.88151,1.37947,0.79191,0.76853,0.7874,0.52165,1.20758,1.07228,1.55537,3.9264e-05,3.9264e-05,3.9264e-05
180,2174.87,0.8371,0.88348,1.38727,0.80969,0.76358,0.78868,0.52065,1.2057,1.06738,1.55541,3.66877e-05,3.66877e-05,3.66877e-05
181,2184.63,0.81974,0.85051,1.37615,0.82395,0.75492,0.79191,0.52292,1.19973,1.05814,1.551,3.4227e-05,3.4227e-05,3.4227e-05
182,2194.3,0.81949,0.85545,1.36354,0.86165,0.74551,0.79586,0.52389,1.19428,1.06311,1.54693,3.18825e-05,3.18825e-05,3.18825e-05
183,2203.92,0.79431,0.84594,1.35802,0.80706,0.77204,0.796,0.52641,1.1904,1.0668,1.54898,2.96546e-05,2.96546e-05,2.96546e-05
184,2213.7,0.81479,0.84379,1.36819,0.84736,0.75065,0.79477,0.52886,1.18844,1.05846,1.5413,2.75441e-05,2.75441e-05,2.75441e-05
185,2223.6,0.82466,0.87049,1.38574,0.84778,0.74622,0.79609,0.5303,1.18457,1.05523,1.53498,2.55513e-05,2.55513e-05,2.55513e-05
186,2290.11,0.76449,0.86219,1.39886,0.83434,0.74378,0.78152,0.50314,1.23581,1.09612,1.59401,2.36769e-05,2.36769e-05,2.36769e-05
187,2299.71,0.72613,0.81514,1.3592,0.79968,0.74588,0.77698,0.49661,1.25088,1.13391,1.6153,2.19212e-05,2.19212e-05,2.19212e-05
188,2309.29,0.72303,0.76269,1.37571,0.81387,0.74723,0.77487,0.49595,1.24908,1.1147,1.61644,2.02847e-05,2.02847e-05,2.02847e-05
189,2318.92,0.72541,0.70751,1.34577,0.81369,0.75429,0.77576,0.49621,1.24245,1.1017,1.60175,1.87678e-05,1.87678e-05,1.87678e-05
190,2328.53,0.72638,0.73541,1.37488,0.81189,0.74801,0.77174,0.49525,1.22909,1.09432,1.59111,1.73709e-05,1.73709e-05,1.73709e-05
191,2338.07,0.70029,0.68329,1.33892,0.78313,0.75651,0.77173,0.50006,1.22641,1.09196,1.58785,1.60943e-05,1.60943e-05,1.60943e-05
192,2347.6,0.70078,0.68171,1.3511,0.77271,0.75621,0.77561,0.50347,1.21943,1.08045,1.58211,1.49383e-05,1.49383e-05,1.49383e-05
193,2357.55,0.69692,0.66807,1.3515,0.76615,0.75001,0.77186,0.50621,1.22034,1.08056,1.58516,1.39032e-05,1.39032e-05,1.39032e-05
194,2367.28,0.7093,0.67182,1.33982,0.80717,0.73547,0.77395,0.50683,1.22668,1.08135,1.59029,1.29893e-05,1.29893e-05,1.29893e-05
195,2377.29,0.69008,0.66551,1.34124,0.80517,0.73921,0.77747,0.50812,1.21881,1.07414,1.58119,1.21968e-05,1.21968e-05,1.21968e-05
196,2388.41,0.67812,0.65211,1.31818,0.79551,0.75307,0.77921,0.50986,1.21799,1.06772,1.57892,1.15259e-05,1.15259e-05,1.15259e-05
197,2398.37,0.69493,0.66299,1.33656,0.80662,0.74991,0.78051,0.51218,1.2138,1.06094,1.57113,1.09768e-05,1.09768e-05,1.09768e-05
198,2407.95,0.6786,0.66269,1.32353,0.79065,0.75354,0.78211,0.51433,1.21685,1.06521,1.57665,1.05495e-05,1.05495e-05,1.05495e-05
199,2417.6,0.67891,0.64268,1.31953,0.77535,0.76413,0.78046,0.51113,1.21498,1.06884,1.57617,1.02443e-05,1.02443e-05,1.02443e-05
200,2427.19,0.68694,0.63998,1.34646,0.78368,0.76135,0.77886,0.51242,1.21097,1.06045,1.57157,1.00611e-05,1.00611e-05,1.00611e-05
