epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,313.396,0.93031,1.14239,1.4845,0.82299,0.74862,0.77853,0.46103,1.13882,1.16342,1.5245,0.000783231,0.000783231,0.000783231
33,322.898,0.93551,1.12181,1.50454,0.86314,0.71638,0.81302,0.48183,1.20069,1.21207,1.57535,0.000770234,0.000770234,0.000770234
34,332.448,0.93862,1.14177,1.49671,0.79452,0.7908,0.81236,0.44049,1.36393,1.24529,1.72372,0.000756976,0.000756976,0.000756976
35,341.996,0.88183,1.09032,1.45339,0.7612,0.7185,0.73426,0.43978,1.2217,1.27546,1.62738,0.000743468,0.000743468,0.000743468
36,351.46,0.89294,1.09716,1.46007,0.72609,0.76934,0.76905,0.43027,1.31968,1.384,1.73061,0.000729725,0.000729725,0.000729725
37,360.89,0.9349,1.10889,1.48704,0.80225,0.73427,0.77346,0.45237,1.15946,1.22053,1.55488,0.000715761,0.000715761,0.000715761
38,370.41,0.90371,1.08888,1.46681,0.76171,0.71661,0.7716,0.46606,1.15885,1.16038,1.59821,0.000701588,0.000701588,0.000701588
39,379.887,0.88303,1.03467,1.45878,0.8486,0.74909,0.83207,0.50132,1.15231,1.09408,1.51284,0.000687222,0.000687222,0.000687222
40,389.466,0.911,1.06177,1.46953,0.7979,0.78925,0.82951,0.50213,1.1686,1.11686,1.54281,0.000672675,0.000672675,0.000672675
41,399.007,0.87381,1.04035,1.44134,0.7691,0.79854,0.78737,0.47275,1.18479,1.12279,1.54671,0.000657963,0.000657963,0.000657963
42,408.65,0.89384,1.07363,1.45187,0.80846,0.75023,0.78286,0.47489,1.13796,1.13678,1.51784,0.000643101,0.000643101,0.000643101
43,418.277,0.86221,1.01634,1.41458,0.78754,0.73361,0.78416,0.47653,1.16291,1.16408,1.51163,0.000628101,0.000628101,0.000628101
44,427.692,0.85619,1.03053,1.42892,0.8316,0.82182,0.83918,0.49599,1.17586,1.0495,1.54022,0.000612981,0.000612981,0.000612981
45,437.306,0.84328,1.00531,1.41062,0.83263,0.75937,0.8304,0.51901,1.14491,1.08602,1.4839,0.000597754,0.000597754,0.000597754
46,446.849,0.82064,0.96814,1.40391,0.81463,0.77768,0.82338,0.51775,1.1244,1.10263,1.47909,0.000582435,0.000582435,0.000582435
47,456.414,0.87486,1.02945,1.44331,0.775,0.7917,0.82402,0.50856,1.08786,1.06946,1.45938,0.00056704,0.00056704,0.00056704
48,466.045,0.90623,1.0561,1.46038,0.85523,0.75937,0.83394,0.51289,1.11106,1.06052,1.4783,0.000551584,0.000551584,0.000551584
49,475.594,0.8893,1.0596,1.45376,0.8594,0.78842,0.82977,0.49336,1.14994,1.07788,1.52935,0.000536081,0.000536081,0.000536081
50,485.232,0.84169,0.96301,1.4095,0.8069,0.78466,0.81652,0.50735,1.1363,1.18458,1.50389,0.000520548,0.000520548,0.000520548
51,494.844,0.86191,0.99295,1.43196,0.75092,0.78586,0.81282,0.50681,1.11215,1.15432,1.46587,0.000505,0.000505,0.000505
52,504.459,0.84778,0.97928,1.42671,0.82767,0.80876,0.84743,0.50628,1.16038,1.05278,1.51484,0.000489452,0.000489452,0.000489452
53,513.971,0.83955,0.99779,1.41403,0.82641,0.75861,0.82848,0.52473,1.09074,1.03136,1.42296,0.000473919,0.000473919,0.000473919
54,523.564,0.82422,0.98037,1.4056,0.84719,0.73802,0.79219,0.49943,1.13716,1.13177,1.48517,0.000458416,0.000458416,0.000458416
55,533.184,0.83846,1.00091,1.40697,0.83362,0.80531,0.8346,0.50328,1.10129,1.07111,1.46861,0.00044296,0.00044296,0.00044296
56,542.922,0.82097,0.92529,1.3911,0.84921,0.81264,0.8461,0.52209,1.07638,1.0893,1.43741,0.000427565,0.000427565,0.000427565
57,552.549,0.81119,0.94615,1.40167,0.85456,0.82693,0.8456,0.5279,1.10726,1.06816,1.44654,0.000412246,0.000412246,0.000412246
58,562.195,0.8384,0.96476,1.41067,0.82784,0.83141,0.84101,0.52582,1.09883,1.03382,1.44096,0.000397019,0.000397019,0.000397019
59,571.723,0.81788,0.93525,1.38619,0.86348,0.81851,0.85218,0.53261,1.08366,1.02837,1.43579,0.000381899,0.000381899,0.000381899
60,581.236,0.81831,0.92914,1.3888,0.83617,0.81664,0.85457,0.54027,1.09281,1.00217,1.44895,0.000366899,0.000366899,0.000366899
61,590.856,0.82717,0.95381,1.39127,0.8659,0.82745,0.86374,0.55807,1.07672,0.96153,1.4263,0.000352037,0.000352037,0.000352037
62,600.359,0.82177,0.93139,1.38235,0.83469,0.83141,0.86645,0.53433,1.09298,1.03285,1.44098,0.000337325,0.000337325,0.000337325
63,609.983,0.81541,0.9688,1.40876,0.83975,0.85324,0.86333,0.55067,1.0996,0.97002,1.46143,0.000322778,0.000322778,0.000322778
64,619.502,0.80992,0.91253,1.38533,0.84602,0.86085,0.86713,0.56272,1.10585,0.98188,1.45706,0.000308412,0.000308412,0.000308412
65,629.173,0.78516,0.92111,1.37213,0.85708,0.80261,0.84004,0.52405,1.11965,1.01399,1.4602,0.000294239,0.000294239,0.000294239
66,638.773,0.78957,0.91862,1.36948,0.8545,0.81409,0.853,0.55514,1.04853,1.00965,1.39992,0.000280275,0.000280275,0.000280275
67,648.531,0.81009,0.89663,1.37866,0.87478,0.84089,0.86565,0.55859,1.02332,1.03498,1.38636,0.000266532,0.000266532,0.000266532
68,658.248,0.76451,0.85286,1.34086,0.86173,0.82208,0.86411,0.53658,1.08665,1.03024,1.43235,0.000253024,0.000253024,0.000253024
69,667.825,0.78541,0.889,1.37484,0.82821,0.85244,0.87473,0.56781,1.05057,1.00349,1.38524,0.000239766,0.000239766,0.000239766
70,677.583,0.78066,0.85981,1.35622,0.88932,0.81115,0.88746,0.58163,1.05306,0.96879,1.39914,0.000226769,0.000226769,0.000226769
71,687.353,0.77667,0.89839,1.35612,0.88104,0.8704,0.88363,0.58404,1.02368,0.96248,1.36921,0.000214046,0.000214046,0.000214046
72,696.963,0.75881,0.86183,1.34818,0.86456,0.84708,0.87354,0.58146,1.01801,0.97584,1.36361,0.000201611,0.000201611,0.000201611
73,706.661,0.77829,0.85608,1.36998,0.87223,0.82872,0.87611,0.58132,1.03577,0.9506,1.37538,0.000189475,0.000189475,0.000189475
74,716.169,0.75594,0.84862,1.35751,0.85541,0.84064,0.86644,0.5653,1.04516,1.00468,1.37842,0.000177651,0.000177651,0.000177651
75,725.714,0.76549,0.84798,1.34861,0.82915,0.8661,0.86695,0.56997,1.03985,1.00864,1.37288,0.000166149,0.000166149,0.000166149
76,735.313,0.75089,0.85554,1.34476,0.89231,0.81114,0.87511,0.55201,1.06566,0.96452,1.40012,0.000154982,0.000154982,0.000154982
77,744.952,0.7695,0.86416,1.35474,0.90568,0.84493,0.88146,0.57552,1.04355,0.95719,1.36382,0.000144161,0.000144161,0.000144161
78,754.557,0.75117,0.84267,1.34258,0.89678,0.84271,0.86079,0.56984,1.04468,0.98532,1.3767,0.000133695,0.000133695,0.000133695
79,764.127,0.75947,0.83638,1.34121,0.87662,0.85191,0.86224,0.56955,1.03811,0.99299,1.37302,0.000123596,0.000123596,0.000123596
80,773.757,0.74786,0.82506,1.33596,0.92239,0.82177,0.87711,0.5806,1.01414,0.98999,1.34471,0.000113873,0.000113873,0.000113873
81,783.265,0.73245,0.83241,1.32932,0.85363,0.86752,0.88065,0.58081,1.01818,0.98279,1.33845,0.000104537,0.000104537,0.000104537
82,792.863,0.70903,0.79355,1.30793,0.87256,0.84045,0.87074,0.5755,1.03686,1.01211,1.36857,9.55951e-05,9.55951e-05,9.55951e-05
83,802.508,0.7648,0.86899,1.34738,0.8809,0.849,0.86683,0.57555,1.04872,0.99521,1.38257,8.70577e-05,8.70577e-05,8.70577e-05
84,812.031,0.75267,0.82484,1.33977,0.8885,0.84738,0.86859,0.56931,1.03727,0.97978,1.37598,7.89327e-05,7.89327e-05,7.89327e-05
85,821.633,0.7433,0.82216,1.33379,0.90266,0.836,0.87334,0.57413,1.01798,0.98206,1.35722,7.12282e-05,7.12282e-05,7.12282e-05
86,831.284,0.75116,0.83321,1.34324,0.8645,0.87379,0.87577,0.57957,1.03855,0.98831,1.37022,6.39518e-05,6.39518e-05,6.39518e-05
87,840.871,0.73395,0.8276,1.31925,0.93048,0.82699,0.8745,0.57801,1.04342,0.99312,1.37691,5.71106e-05,5.71106e-05,5.71106e-05
88,850.582,0.7471,0.83801,1.33397,0.86657,0.86641,0.87373,0.57808,1.01852,0.99033,1.35541,5.07115e-05,5.07115e-05,5.07115e-05
89,860.209,0.72414,0.83186,1.31477,0.86606,0.87222,0.87535,0.58426,1.01464,0.96246,1.34751,4.47606e-05,4.47606e-05,4.47606e-05
90,869.92,0.73356,0.81913,1.32986,0.851,0.87404,0.8696,0.581,1.02831,0.9808,1.36274,3.9264e-05,3.9264e-05,3.9264e-05
91,909.503,0.69835,0.9514,1.34847,0.83894,0.87146,0.85478,0.55994,1.03473,1.13735,1.38025,3.4227e-05,3.4227e-05,3.4227e-05
92,919.063,0.66219,0.83386,1.35911,0.86657,0.83992,0.85401,0.56383,1.03082,1.18224,1.38636,2.96546e-05,2.96546e-05,2.96546e-05
93,928.386,0.66786,0.76059,1.35621,0.8015,0.87317,0.85241,0.56795,1.01944,1.14466,1.37661,2.55513e-05,2.55513e-05,2.55513e-05
94,937.781,0.67864,0.71591,1.35027,0.82606,0.84246,0.84782,0.57421,1.00688,1.09566,1.363,2.19212e-05,2.19212e-05,2.19212e-05
95,947.283,0.64756,0.68856,1.32844,0.84391,0.85724,0.86231,0.58265,0.99178,1.05655,1.34611,1.87678e-05,1.87678e-05,1.87678e-05
96,956.701,0.66644,0.67803,1.345,0.85645,0.87049,0.8659,0.58063,0.9975,1.02713,1.34575,1.60943e-05,1.60943e-05,1.60943e-05
97,966.201,0.64693,0.69757,1.34304,0.879,0.84443,0.86641,0.58288,1.00275,1.02641,1.34979,1.39032e-05,1.39032e-05,1.39032e-05
98,975.7,0.65576,0.69713,1.35681,0.85903,0.86635,0.86626,0.58301,1.00324,1.02286,1.35023,1.21968e-05,1.21968e-05,1.21968e-05
99,985.09,0.66044,0.67357,1.35449,0.86373,0.86569,0.86564,0.58492,1.00135,1.02065,1.34766,1.09768e-05,1.09768e-05,1.09768e-05
100,994.497,0.65221,0.67537,1.33531,0.86835,0.86912,0.86547,0.58288,0.99681,1.01277,1.34277,1.02443e-05,1.02443e-05,1.02443e-05
